date,avg_temp,daylight_hours,bad_weather,hours_overcast,gloomy_today,gloomy_past_two_days,gloomy_past_three_days,noise_complaints,other_complaints,total,day_of_week
2016-04-30,56,14,,10,1,1,0,2206,3256,5462,Sat
2016-05-01,48,14,1,22,1,1,1,1604,3069,4673,Sun
2016-05-02,52,14,1,18,1,1,1,814,6050,6864,Mon
2016-05-03,54,14,1,24,1,1,1,1288,5978,7266,Tue
2016-05-04,50,14,1,24,1,1,1,932,5792,6724,Wed
2016-05-05,52,14,1,24,1,1,1,999,5802,6801,Thu
2016-05-06,51,14,1,24,1,1,1,997,5661,6658,Fri
2016-05-07,54,14,1,19,1,1,1,2202,4723,6925,Sat
2016-05-08,58,14,1,10,1,1,1,1997,2778,4775,Sun
2016-05-09,62,14,,3,0,0,0,996,6500,7496,Mon
2016-05-10,56,14,,1,0,0,0,991,5673,6664,Tue
2016-05-11,63,14,,0,0,0,0,1301,5744,7045,Wed
2016-05-12,68,14,,0,0,0,0,1243,5671,6914,Thu
2016-05-13,61,14,,0,0,0,0,1160,5045,6205,Fri
2016-05-14,64,14,,0,0,0,0,2369,3246,5615,Sat
2016-05-15,52,14,,0,0,0,0,1815,3071,4886,Sun
2016-05-16,61,15,,0,0,0,0,839,6189,7028,Mon
2016-05-17,58,15,,6,0,0,0,919,5662,6581,Tue
2016-05-18,56,15,,6,0,0,0,899,5680,6579,Wed
2016-05-19,64,15,,14,1,0,0,1251,5360,6611,Thu
2016-05-20,64,15,,0,0,0,0,1751,5359,7110,Fri
2016-05-21,60,15,1,14,1,0,0,2357,3160,5517,Sat
2016-05-22,61,15,1,18,1,1,0,2321,3023,5344,Sun
2016-05-23,67,15,1,5,0,0,0,1153,6013,7166,Mon
2016-05-24,66,15,1,19,1,0,0,1055,5762,6817,Tue
2016-05-25,74,15,,0,0,0,0,1493,5861,7354,Wed
2016-05-26,80,15,,0,0,0,0,1323,5918,7241,Thu
2016-05-27,80,15,1,1,0,0,0,1427,5090,6517,Fri
2016-05-28,82,15,1,2,0,0,0,2247,3193,5440,Sat
2016-05-29,78,15,,4,0,0,0,2751,2641,5392,Sun
2016-05-30,75,15,1,11,1,0,0,1589,3227,4816,Mon
2016-05-31,78,15,1,4,0,0,0,955,7235,8190,Tue
2016-06-01,74,15,,0,0,0,0,1039,6429,7468,Wed
2016-06-02,70,15,1,6,0,0,0,949,6164,7113,Thu
2016-06-03,66,15,1,24,1,0,0,1237,5380,6617,Fri
2016-06-04,74,15,1,13,1,1,0,2324,3382,5706,Sat
2016-06-05,68,15,1,14,1,1,1,1670,3269,4939,Sun
2016-06-06,74,15,1,8,0,0,0,967,6896,7863,Mon
2016-06-07,74,15,,3,0,0,0,896,6518,7414,Tue
2016-06-08,60,15,1,10,1,0,0,798,5983,6781,Wed
2016-06-09,62,15,,0,0,0,0,1111,5789,6900,Thu
2016-06-10,67,15,,3,0,0,0,1587,5420,7007,Fri
2016-06-11,74,15,,0,0,0,0,2562,3464,6026,Sat
2016-06-12,72,15,1,0,0,0,0,2115,3256,5371,Sun
2016-06-13,66,15,,4,0,0,0,921,6371,7292,Mon
2016-06-14,68,15,,1,0,0,0,1390,6361,7751,Tue
2016-06-15,74,15,,1,0,0,0,1120,6571,7691,Wed
2016-06-16,70,15,1,20,1,0,0,970,5944,6914,Thu
2016-06-17,70,15,,2,0,0,0,1397,5498,6895,Fri
2016-06-18,74,15,,3,0,0,0,2984,3212,6196,Sat
2016-06-19,77,15,,2,0,0,0,3243,3061,6304,Sun
2016-06-20,74,15,,0,0,0,0,1089,6609,7698,Mon
2016-06-21,80,15,1,7,0,0,0,962,6531,7493,Tue
2016-06-22,77,15,,2,0,0,0,1035,6160,7195,Wed
2016-06-23,76,15,,10,1,0,0,1009,6095,7104,Thu
2016-06-24,76,15,1,2,0,0,0,1408,5506,6914,Fri
2016-06-25,75,15,,0,0,0,0,2819,3086,5905,Sat
2016-06-26,77,15,,0,0,0,0,2526,3117,5643,Sun
2016-06-27,75,15,1,6,0,0,0,904,6353,7257,Mon
2016-06-28,72,15,1,23,1,0,0,861,6583,7444,Tue
2016-06-29,75,15,1,6,0,0,0,1011,6936,7947,Wed
2016-06-30,76,15,,0,0,0,0,1194,5643,6837,Thu
2016-07-01,72,15,1,10,1,0,0,890,5404,6294,Fri
2016-07-02,70,15,1,0,0,0,0,2140,3098,5238,Sat
2016-07-03,71,15,,0,0,0,0,3282,2403,5685,Sun
2016-07-04,75,15,1,7,0,0,0,2799,2234,5033,Mon
2016-07-05,78,15,1,12,1,0,0,1213,6329,7542,Tue
2016-07-06,83,15,,0,0,0,0,884,6385,7269,Wed
2016-07-07,83,15,1,2,0,0,0,730,6231,6961,Thu
2016-07-08,76,15,1,11,1,0,0,708,5553,6261,Fri
2016-07-09,68,15,1,24,1,1,0,2092,3208,5300,Sat
2016-07-10,73,15,1,10,1,1,1,2204,3112,5316,Sun
2016-07-11,73,15,,0,0,0,0,1010,6469,7479,Mon
2016-07-12,75,15,,0,0,0,0,983,6233,7216,Tue
2016-07-13,78,15,,5,0,0,0,841,6136,6977,Wed
2016-07-14,80,15,1,11,1,0,0,759,6391,7150,Thu
2016-07-15,84,15,,1,0,0,0,1078,6075,7153,Fri
2016-07-16,82,15,,1,0,0,0,1926,3461,5387,Sat
2016-07-17,82,15,,0,0,0,0,2065,3408,5473,Sun
2016-07-18,82,15,1,2,0,0,0,751,6985,7736,Mon
2016-07-19,78,15,,7,0,0,0,817,6803,7620,Tue
2016-07-20,76,15,,1,0,0,0,899,5932,6831,Wed
2016-07-21,80,15,,0,0,0,0,906,6087,6993,Thu
2016-07-22,84,15,1,0,0,0,0,1018,5759,6777,Fri
2016-07-23,88,15,,3,0,0,0,1681,3620,5301,Sat
2016-07-24,84,15,,0,0,0,0,1896,3263,5159,Sun
2016-07-25,84,15,1,10,1,0,0,524,7369,7893,Mon
2016-07-26,80,15,,0,0,0,0,715,7125,7840,Tue
2016-07-27,82,14,,1,0,0,0,674,6206,6880,Wed
2016-07-28,86,14,1,5,0,0,0,675,6234,6909,Thu
2016-07-29,77,14,1,12,1,0,0,856,5869,6725,Fri
2016-07-30,78,14,1,16,1,1,0,1512,3733,5245,Sat
2016-07-31,74,14,1,24,1,1,1,1387,3372,4759,Sun
2016-08-01,74,14,,19,1,1,1,801,6572,7373,Mon
2016-08-02,74,14,,10,1,1,1,906,6345,7251,Tue
2016-08-03,73,14,,2,0,0,0,1050,5927,6977,Wed
2016-08-04,74,14,,1,0,0,0,955,5722,6677,Thu
2016-08-05,76,14,,2,0,0,0,1230,5322,6552,Fri
2016-08-06,80,14,1,9,0,0,0,2071,3401,5472,Sat
2016-08-07,78,14,,0,0,0,0,2144,3320,5464,Sun
2016-08-08,78,14,,0,0,0,0,842,6312,7154,Mon
2016-08-09,79,14,,0,0,0,0,800,6257,7057,Tue
2016-08-10,80,14,1,15,1,0,0,633,5884,6517,Wed
2016-08-11,82,14,1,6,0,0,0,704,6104,6808,Thu
2016-08-12,83,14,1,4,0,0,0,868,5905,6773,Fri
2016-08-13,88,14,,3,0,0,0,1550,4144,5694,Sat
2016-08-14,86,14,1,1,0,0,0,1557,3987,5544,Sun
2016-08-15,84,14,,0,0,0,0,647,6918,7565,Mon
2016-08-16,82,14,1,6,0,0,0,565,6490,7055,Tue
2016-08-17,81,14,,4,0,0,0,632,6372,7004,Wed
2016-08-18,78,14,1,14,1,0,0,737,5789,6526,Thu
2016-08-19,81,14,,5,0,0,0,983,5515,6498,Fri
2016-08-20,76,14,1,4,0,0,0,1961,3352,5313,Sat
2016-08-21,80,14,1,11,1,0,0,1586,2986,4572,Sun
2016-08-22,72,13,,0,0,0,0,799,6296,7095,Mon
2016-08-23,72,13,,0,0,0,0,946,5894,6840,Tue
2016-08-24,78,13,,0,0,0,0,870,5568,6438,Wed
2016-08-25,78,13,,0,0,0,0,860,5615,6475,Thu
2016-08-26,82,13,,0,0,0,0,976,4696,5672,Fri
2016-08-27,82,13,,0,0,0,0,2107,3082,5189,Sat
2016-08-28,80,13,,0,0,0,0,2159,2932,5091,Sun
2016-08-29,82,13,,0,0,0,0,1008,6116,7124,Mon
2016-08-30,78,13,,3,0,0,0,890,5879,6769,Tue
2016-08-31,82,13,1,2,0,0,0,709,6095,6804,Wed
2016-09-01,74,13,1,19,1,0,0,742,5482,6224,Thu
2016-09-02,74,13,,0,0,0,0,1215,4979,6194,Fri
2016-09-03,70,13,,0,0,0,0,2664,2955,5619,Sat
2016-09-04,72,13,,0,0,0,0,2909,2345,5254,Sun
2016-09-05,74,13,,3,0,0,0,2070,2644,4714,Mon
2016-09-06,76,13,1,21,1,0,0,803,6317,7120,Tue
2016-09-07,78,13,,9,0,0,0,859,5997,6856,Wed
2016-09-08,80,13,1,0,0,0,0,949,6283,7232,Thu
2016-09-09,83,13,1,10,1,0,0,1082,5765,6847,Fri
2016-09-10,82,13,1,5,0,0,0,1872,3732,5604,Sat
2016-09-11,76,13,,7,0,0,0,2131,3273,5404,Sun
2016-09-12,70,13,,0,0,0,0,974,5983,6957,Mon
2016-09-13,74,13,,0,0,0,0,936,5988,6924,Tue
2016-09-14,79,12,1,7,0,0,0,815,5919,6734,Wed
2016-09-15,68,12,,5,0,0,0,1035,5935,6970,Thu
2016-09-16,67,12,,4,0,0,0,1296,5200,6496,Fri
2016-09-17,68,12,,1,0,0,0,2666,3033,5699,Sat
2016-09-18,76,12,,8,0,0,0,2193,2972,5165,Sun
2016-09-19,72,12,1,18,1,0,0,694,5022,5716,Mon
2016-09-20,75,12,1,8,0,0,0,1295,5897,7192,Tue
2016-09-21,76,12,,0,0,0,0,1395,6148,7543,Wed
2016-09-22,76,12,,0,0,0,0,897,5970,6867,Thu
2016-09-23,76,12,1,3,0,0,0,1222,5048,6270,Fri
2016-09-24,64,12,1,11,1,0,0,2255,3084,5339,Sat
2016-09-25,62,12,,0,0,0,0,2294,2867,5161,Sun
2016-09-26,64,12,,7,0,0,0,839,5585,6424,Mon
2016-09-27,69,12,1,7,0,0,0,832,5703,6535,Tue
2016-09-28,62,12,1,15,1,0,0,789,5576,6365,Wed
2016-09-29,60,12,1,22,1,1,0,780,5257,6037,Thu
2016-09-30,58,12,1,24,1,1,1,866,4737,5603,Fri
2016-10-01,59,12,1,24,1,1,1,1933,3173,5106,Sat
2016-10-02,60,12,1,24,1,1,1,1915,2795,4710,Sun
2016-10-03,66,12,1,18,1,1,1,1011,5197,6208,Mon
2016-10-04,64,12,,16,1,1,1,1003,4953,5956,Tue
2016-10-05,60,12,,0,0,0,0,986,5477,6463,Wed
2016-10-06,64,12,1,0,0,0,0,1059,5416,6475,Thu
2016-10-07,66,11,1,0,0,0,0,1312,4853,6165,Fri
2016-10-08,63,11,1,13,1,0,0,1993,2974,4967,Sat
2016-10-09,58,11,1,17,1,1,0,1464,2864,4328,Sun
2016-10-10,56,11,,0,0,0,0,916,4708,5624,Mon
2016-10-11,54,11,,0,0,0,0,894,7001,7895,Tue
2016-10-12,60,11,,3,0,0,0,1052,5301,6353,Wed
2016-10-13,60,11,1,4,0,0,0,942,5664,6606,Thu
2016-10-14,54,11,,0,0,0,0,1118,5774,6892,Fri
2016-10-15,55,11,,0,0,0,0,2015,3125,5140,Sat
2016-10-16,61,11,,5,0,0,0,1875,2671,4546,Sun
2016-10-17,72,11,1,5,0,0,0,926,6730,7656,Mon
2016-10-18,74,11,1,0,0,0,0,902,5927,6829,Tue
2016-10-19,75,11,,2,0,0,0,855,5349,6204,Wed
2016-10-20,66,11,1,14,1,0,0,824,5060,5884,Thu
2016-10-21,63,11,1,17,1,1,0,1060,5336,6396,Fri
2016-10-22,52,11,1,22,1,1,1,1467,4394,5861,Sat
2016-10-23,53,11,,1,0,0,0,1550,4373,5923,Sun
2016-10-24,54,11,,4,0,0,0,804,7062,7866,Mon
2016-10-25,48,11,,7,0,0,0,776,8205,8981,Tue
2016-10-26,44,11,,1,0,0,0,667,8242,8909,Wed
2016-10-27,48,11,1,24,1,0,0,676,7400,8076,Thu
2016-10-28,46,11,1,7,0,0,0,949,6160,7109,Fri
2016-10-29,52,11,,2,0,0,0,2047,3836,5883,Sat
2016-10-30,65,10,1,16,1,0,0,2041,3330,5371,Sun
2016-10-31,49,10,,3,0,0,0,839,6737,7576,Mon
2016-11-01,49,10,,4,0,0,0,958,6422,7380,Tue
2016-11-02,62,10,,2,0,0,0,926,6057,6983,Wed
2016-11-03,64,10,1,4,0,0,0,876,5815,6691,Thu
2016-11-04,54,10,,0,0,0,0,968,5560,6528,Fri
2016-11-05,53,10,,0,0,0,0,1727,3797,5524,Sat
2016-11-06,52,10,,0,0,0,0,1059,2326,3385,Sun
2016-11-07,47,10,,0,0,0,0,1000,7642,8642,Mon
2016-11-08,54,10,,0,0,0,0,804,4569,5373,Tue
2016-11-09,54,10,1,18,1,0,0,601,4880,5481,Wed
2016-11-10,48,10,,2,0,0,0,707,5713,6420,Thu
2016-11-11,52,10,1,0,0,0,0,925,4869,5794,Fri
2016-11-12,44,10,,0,0,0,0,1565,4289,5854,Sat
2016-11-13,51,10,,0,0,0,0,1315,3159,4474,Sun
2016-11-14,54,10,,4,0,0,0,752,6222,6974,Mon
2016-11-15,52,10,1,24,1,0,0,747,6466,7213,Tue
2016-11-16,53,10,,1,0,0,0,813,6134,6947,Wed
2016-11-17,55,10,,1,0,0,0,914,5790,6704,Thu
2016-11-18,54,10,,0,0,0,0,1172,5424,6596,Fri
2016-11-19,50,10,1,6,0,0,0,1778,3545,5323,Sat
2016-11-20,38,10,1,24,1,0,0,1101,5079,6180,Sun
2016-11-21,38,10,,17,1,1,0,608,8822,9430,Mon
2016-11-22,39,10,,10,1,1,1,664,7482,8146,Tue
2016-11-23,40,10,,2,0,0,0,780,5474,6254,Wed
2016-11-24,43,10,,21,1,0,0,1214,2804,4018,Thu
2016-11-25,50,10,1,22,1,1,0,1284,3751,5035,Fri
2016-11-26,46,10,1,8,0,0,0,1276,3268,4544,Sat
2016-11-27,44,10,,2,0,0,0,1267,3175,4442,Sun
2016-11-28,45,10,,1,0,0,0,681,6475,7156,Mon
2016-11-29,56,10,1,21,1,0,0,697,6522,7219,Tue
2016-11-30,54,9,1,15,1,1,0,690,6397,7087,Wed
2016-12-01,48,9,1,12,1,1,1,726,6577,7303,Thu
2016-12-02,46,9,,5,0,0,0,983,6199,7182,Fri
2016-12-03,44,9,,8,0,0,0,1549,4088,5637,Sat
2016-12-04,43,9,,5,0,0,0,1456,4028,5484,Sun
2016-12-05,44,9,1,11,1,0,0,742,6494,7236,Mon
2016-12-06,42,9,1,10,1,1,0,768,6669,7437,Tue
2016-12-07,43,9,1,17,1,1,1,713,6648,7361,Wed
2016-12-08,40,9,,1,0,0,0,613,6291,6904,Thu
2016-12-09,36,9,,2,0,0,0,941,7102,8043,Fri
2016-12-10,32,9,,3,0,0,0,1497,4810,6307,Sat
2016-12-11,32,9,1,16,1,0,0,1409,4550,5959,Sun
2016-12-12,40,9,1,15,1,1,0,672,6538,7210,Mon
2016-12-13,39,9,,4,0,0,0,720,6572,7292,Tue
2016-12-14,38,9,,7,0,0,0,715,6422,7137,Wed
2016-12-15,26,9,1,4,0,0,0,707,8579,9286,Thu
2016-12-16,22,9,,6,0,0,0,871,8743,9614,Fri
2016-12-17,32,9,1,22,1,0,0,1277,4757,6034,Sat
2016-12-18,44,9,1,17,1,1,0,1422,3895,5317,Sun
2016-12-19,27,9,,0,0,0,0,677,7165,7842,Mon
2016-12-20,26,9,,0,0,0,0,719,7399,8118,Tue
2016-12-21,35,9,,1,0,0,0,659,6477,7136,Wed
2016-12-22,43,9,,10,1,0,0,702,5705,6407,Thu
2016-12-23,42,9,,0,0,0,0,805,4719,5524,Fri
2016-12-24,42,9,1,13,1,0,0,1078,2851,3929,Sat
2016-12-25,43,9,,0,0,0,0,1401,2169,3570,Sun
2016-12-26,42,9,1,19,1,0,0,746,3428,4174,Mon
2016-12-27,50,9,,12,1,1,0,725,5532,6257,Tue
2016-12-28,37,9,,12,1,1,1,835,6102,6937,Wed
2016-12-29,40,9,1,11,1,1,1,841,5489,6330,Thu
2016-12-30,36,9,1,6,0,0,0,1010,5060,6070,Fri
2016-12-31,38,9,,11,1,0,0,1068,3128,4196,Sat
2017-01-01,44,9,,3,0,0,0,1727,2536,4263,Sun
2017-01-02,39,9,1,18,1,0,0,737,3538,4275,Mon
2017-01-03,41,9,1,24,1,1,0,608,6553,7161,Tue
2017-01-04,43,9,1,12,1,1,1,734,6510,7244,Wed
2017-01-05,30,9,,6,0,0,0,669,7010,7679,Thu
2017-01-06,29,9,1,11,1,0,0,796,5692,6488,Fri
2017-01-07,23,9,1,20,1,1,0,1203,4541,5744,Sat
2017-01-08,20,9,,3,0,0,0,1110,5510,6620,Sun
2017-01-09,18,9,,6,0,0,0,572,9356,9928,Mon
2017-01-10,34,9,,12,1,0,0,645,8235,8880,Tue
2017-01-11,47,9,1,11,1,1,0,656,6085,6741,Wed
2017-01-12,56,10,1,14,1,1,1,797,6086,6883,Thu
2017-01-13,47,10,,1,0,0,0,988,5708,6696,Fri
2017-01-14,31,10,1,12,1,0,0,1454,4021,5475,Sat
2017-01-15,34,10,,2,0,0,0,1339,3452,4791,Sun
2017-01-16,36,10,,5,0,0,0,958,4840,5798,Mon
2017-01-17,40,10,1,21,1,0,0,666,6263,6929,Tue
2017-01-18,40,10,1,24,1,1,0,765,6072,6837,Wed
2017-01-19,44,10,,13,1,1,1,793,6550,7343,Thu
2017-01-20,42,10,1,22,1,1,1,939,5404,6343,Fri
2017-01-21,45,10,1,18,1,1,1,1570,3675,5245,Sat
2017-01-22,46,10,1,23,1,1,1,1543,3559,5102,Sun
2017-01-23,40,10,1,24,1,1,1,661,7357,8018,Mon
2017-01-24,36,10,1,24,1,1,1,600,7631,8231,Tue
2017-01-25,44,10,,6,0,0,0,778,7073,7851,Wed
2017-01-26,50,10,1,15,1,0,0,785,6278,7063,Thu
2017-01-27,40,10,,16,1,1,0,954,6177,7131,Fri
2017-01-28,36,10,,22,1,1,1,1560,4303,5863,Sat
2017-01-29,39,10,,6,0,0,0,1472,3638,5110,Sun
2017-01-30,34,10,,11,1,0,0,720,6764,7484,Mon
2017-01-31,30,10,1,16,1,1,0,702,6551,7253,Tue
2017-02-01,40,10,,11,1,1,1,752,6910,7662,Wed
2017-02-02,39,10,,6,0,0,0,668,6387,7055,Thu
2017-02-03,30,10,,5,0,0,0,857,5808,6665,Fri
2017-02-04,28,10,,0,0,0,0,1321,4111,5432,Sat
2017-02-05,37,10,,13,1,0,0,1267,3607,4874,Sun
2017-02-06,42,10,,3,0,0,0,707,6512,7219,Mon
2017-02-07,39,10,1,20,1,0,0,635,6133,6768,Tue
2017-02-08,50,10,1,7,0,0,0,723,5812,6535,Wed
2017-02-09,32,10,1,12,1,0,0,653,5270,5923,Thu
2017-02-10,26,10,1,6,0,0,0,717,7286,8003,Fri
2017-02-11,39,11,,10,1,0,0,1333,4131,5464,Sat
2017-02-12,35,11,1,19,1,1,0,1308,3697,5005,Sun
2017-02-13,35,11,1,14,1,1,1,617,7353,7970,Mon
2017-02-14,34,11,,0,0,0,0,701,6129,6830,Tue
2017-02-15,41,11,,8,0,0,0,681,6586,7267,Wed
2017-02-16,32,11,,6,0,0,0,623,6472,7095,Thu
2017-02-17,34,11,,0,0,0,0,757,5921,6678,Fri
2017-02-18,49,11,,0,0,0,0,1604,3608,5212,Sat
2017-02-19,59,11,,3,0,0,0,1686,3231,4917,Sun
2017-02-20,47,11,,0,0,0,0,964,4171,5135,Mon
2017-02-21,40,11,,0,0,0,0,787,6364,7151,Tue
2017-02-22,50,11,,8,0,0,0,880,5850,6730,Wed
2017-02-23,54,11,1,4,0,0,0,1016,5747,6763,Thu
2017-02-24,64,11,,1,0,0,0,1203,5396,6599,Fri
2017-02-25,54,11,1,12,1,0,0,1588,3458,5046,Sat
2017-02-26,40,11,,7,0,0,0,1171,3879,5050,Sun
2017-02-27,44,11,,5,0,0,0,820,6213,7033,Mon
2017-02-28,53,11,,16,1,0,0,748,5836,6584,Tue
2017-03-01,62,11,1,15,1,1,0,716,5375,6091,Wed
2017-03-02,50,11,,3,0,0,0,706,6645,7351,Thu
2017-03-03,32,11,,2,0,0,0,787,6187,6974,Fri
2017-03-04,24,11,,5,0,0,0,1212,4891,6103,Sat
2017-03-05,26,11,,0,0,0,0,1202,4749,5951,Sun
2017-03-06,36,12,,10,1,0,0,720,6392,7112,Mon
2017-03-07,49,12,1,19,1,1,0,664,5794,6458,Tue
2017-03-08,53,12,1,11,1,1,1,787,5830,6617,Wed
2017-03-09,54,12,,7,0,0,0,575,5353,5928,Thu
2017-03-10,35,12,1,14,1,0,0,846,5404,6250,Fri
2017-03-11,23,12,,9,0,0,0,1169,4425,5594,Sat
2017-03-12,24,12,,0,0,0,0,1342,4320,5662,Sun
2017-03-13,28,12,,5,0,0,0,681,6745,7426,Mon
2017-03-14,26,12,1,20,1,0,0,694,4760,5454,Tue
2017-03-15,23,12,,15,1,1,0,584,9917,10501,Wed
2017-03-16,32,12,,0,0,0,0,686,8661,9347,Thu
2017-03-17,38,12,,0,0,0,0,887,6309,7196,Fri
2017-03-18,36,12,1,19,1,0,0,1250,3919,5169,Sat
2017-03-19,40,12,,5,0,0,0,1371,3817,5188,Sun
2017-03-20,42,12,,7,0,0,0,764,6509,7273,Mon
2017-03-21,50,12,,11,1,0,0,889,6091,6980,Tue
2017-03-22,37,12,,0,0,0,0,722,6415,7137,Wed
2017-03-23,32,12,,0,0,0,0,402,5242,5644,Thu
2017-03-24,46,12,,11,1,0,0,978,5360,6338,Fri
2017-03-25,52,12,,12,1,1,0,1590,3674,5264,Sat
2017-03-26,40,12,1,24,1,1,1,1421,3467,4888,Sun
2017-03-27,45,12,1,20,1,1,1,812,6387,7199,Mon
2017-03-28,44,12,1,24,1,1,1,787,6221,7008,Tue
2017-03-29,51,13,,9,0,0,0,828,5838,6666,Wed
2017-03-30,45,13,1,10,1,0,0,822,6011,6833,Thu
2017-03-31,40,13,1,24,1,1,0,710,5973,6683,Fri
2017-04-01,42,13,1,22,1,1,1,1376,3985,5361,Sat
2017-04-02,52,13,,1,0,0,0,1707,3680,5387,Sun
2017-04-03,56,13,1,7,0,0,0,837,7015,7852,Mon
2017-04-04,48,13,1,24,1,0,0,774,6620,7394,Tue
2017-04-05,55,13,1,15,1,1,0,988,6207,7195,Wed
2017-04-06,46,13,1,18,1,1,1,769,6141,6910,Thu
2017-04-07,46,13,,19,1,1,1,841,5948,6789,Fri
2017-04-08,48,13,,4,0,0,0,1585,3671,5256,Sat
2017-04-09,56,13,,0,0,0,0,1804,3151,4955,Sun
2017-04-10,64,13,,0,0,0,0,1346,6289,7635,Mon
2017-04-11,70,13,,0,0,0,0,1601,5790,7391,Tue
2017-04-12,67,13,1,4,0,0,0,1333,5655,6988,Wed
2017-04-13,56,13,,1,0,0,0,1118,5316,6434,Thu
2017-04-14,57,13,,5,0,0,0,1379,4330,5709,Fri
2017-04-15,58,13,,9,0,0,0,1819,3017,4836,Sat
2017-04-16,73,13,1,6,0,0,0,2438,2916,5354,Sun
2017-04-17,66,13,,3,0,0,0,1285,5832,7117,Mon
2017-04-18,57,13,,0,0,0,0,926,5670,6596,Tue
2017-04-19,50,13,1,13,1,0,0,837,6375,7212,Wed
2017-04-20,58,14,1,19,1,1,0,984,5897,6881,Thu
2017-04-21,50,14,1,24,1,1,1,1076,5511,6587,Fri
2017-04-22,53,14,1,23,1,1,1,1878,3614,5492,Sat
2017-04-23,56,14,,0,0,0,0,1904,3473,5377,Sun
2017-04-24,54,14,,12,1,0,0,938,6411,7349,Mon
2017-04-25,52,14,1,24,1,1,0,634,5901,6535,Tue
2017-04-26,56,14,1,24,1,1,1,836,6387,7223,Wed
2017-04-27,64,14,1,22,1,1,1,985,5564,6549,Thu
2017-04-28,72,14,1,9,0,0,0,1919,5491,7410,Fri
2017-04-29,74,14,1,7,0,0,0,3009,3741,6750,Sat
2017-04-30,60,14,,19,1,0,0,2318,3374,5692,Sun
2017-05-01,62,14,1,13,1,1,0,1050,6365,7415,Mon
2017-05-02,69,14,,11,1,1,1,1000,6487,7487,Tue
2017-05-03,58,14,,6,0,0,0,932,6106,7038,Wed
2017-05-04,56,14,,1,0,0,0,1010,6121,7131,Thu
2017-05-05,55,14,1,24,1,0,0,1007,6881,7888,Fri
2017-05-06,60,14,1,17,1,1,0,1822,3703,5525,Sat
2017-05-07,52,14,1,20,1,1,1,1749,3685,5434,Sun
2017-05-08,50,14,,8,0,0,0,894,6976,7870,Mon
2017-05-09,55,14,,4,0,0,0,972,6392,7364,Tue
2017-05-10,56,14,,7,0,0,0,960,6070,7030,Wed
2017-05-11,56,14,,1,0,0,0,945,6210,7155,Thu
2017-05-12,56,14,,4,0,0,0,1280,5440,6720,Fri
2017-05-13,49,14,1,24,1,0,0,1498,3674,5172,Sat
2017-05-14,56,14,1,11,1,1,0,1850,3306,5156,Sun
2017-05-15,60,14,,5,0,0,0,1024,6743,7767,Mon
2017-05-16,68,14,,1,0,0,0,1246,6157,7403,Tue
2017-05-17,78,15,,0,0,0,0,1454,6283,7737,Wed
2017-05-18,84,15,,2,0,0,0,1406,5969,7375,Thu
2017-05-19,78,15,,0,0,0,0,1324,5902,7226,Fri
2017-05-20,60,15,1,12,1,0,0,2290,3153,5443,Sat
2017-05-21,60,15,,5,0,0,0,2260,3251,5511,Sun
2017-05-22,57,15,1,24,1,0,0,779,6012,6791,Mon
2017-05-23,62,15,1,3,0,0,0,1124,6413,7537,Tue
2017-05-24,62,15,1,15,1,0,0,1101,6105,7206,Wed
2017-05-25,58,15,1,24,1,1,0,838,5399,6237,Thu
2017-05-26,64,15,1,15,1,1,1,1245,3556,4801,Fri
2017-05-27,65,15,,12,1,1,1,2912,3686,6598,Sat
2017-05-28,64,15,1,11,1,1,1,3076,3027,6103,Sun
2017-05-29,58,15,1,24,1,1,1,1753,2763,4516,Mon
2017-05-30,58,15,1,24,1,1,1,935,6503,7438,Tue
2017-05-31,66,15,1,11,1,1,1,1137,6362,7499,Wed
2017-06-01,69,15,,3,0,0,0,1295,5987,7282,Thu
2017-06-02,66,15,,4,0,0,0,1566,5868,7434,Fri
2017-06-03,64,15,1,2,0,0,0,3167,3629,6796,Sat
2017-06-04,63,15,1,11,1,0,0,2798,3820,6618,Sun
2017-06-05,62,15,1,19,1,1,0,936,6370,7306,Mon
2017-06-06,55,15,1,23,1,1,1,831,5756,6587,Tue
2017-06-07,59,15,,14,1,1,1,1166,5770,6936,Wed
2017-06-08,62,15,,0,0,0,0,1266,6001,7267,Thu
2017-06-09,66,15,,2,0,0,0,1662,5523,7185,Fri
2017-06-10,76,15,,1,0,0,0,3071,3617,6688,Sat
2017-06-11,81,15,,0,0,0,0,2751,3604,6355,Sun
2017-06-12,84,15,,0,0,0,0,952,7212,8164,Mon
2017-06-13,86,15,,2,0,0,0,788,7839,8627,Tue
2017-06-14,76,15,1,6,0,0,0,951,6961,7912,Wed
2017-06-15,70,15,,1,0,0,0,1185,6413,7598,Thu
2017-06-16,66,15,1,19,1,0,0,1233,5719,6952,Fri
2017-06-17,70,15,1,24,1,1,0,2368,3715,6083,Sat
2017-06-18,78,15,1,9,0,0,0,3182,3501,6683,Sun
2017-06-19,79,15,1,9,0,0,0,789,7544,8333,Mon
2017-06-20,77,15,1,5,0,0,0,878,6707,7585,Tue
2017-06-21,77,15,,5,0,0,0,1011,6770,7781,Wed
2017-06-22,76,15,,0,0,0,0,1096,6453,7549,Thu
2017-06-23,80,15,1,6,0,0,0,1069,5645,6714,Fri
2017-06-24,78,15,1,7,0,0,0,2321,4036,6357,Sat
2017-06-25,76,15,,14,1,0,0,2877,3533,6410,Sun
